CODIGO_OSINERG,DIRECCION,DISTRITO,direccion_consultada,lat,lon,pase,osm_class,osm_type,display_name
8235,"AV. CAMINOS DEL INCA N° 194, URB. TAMBO DE MONTERRICO ",SANTIAGO DE SURCO,"AV. CAMINOS DEL INCA 194, SANTIAGO DE SURCO, LIMA, PERU",-12.138936,-76.984361,1,highway,secondary,"Avenida Caminos del Inca, Prolongación Benavides, Santiago de Surco, Lima, Lima Metropolitana, Lima, 15803, Perú"
82419,AV. 25 DE ENERO (ANTES 22 DE AGOSTO) SUB LOTE 5A Y 5D ESQUINA CALLE HACIENDA URB. INFANTAS,SAN MARTIN DE PORRES,"AV. 25 DE ENERO SUB LOTE 5A Y 5D ESQUINA CALLE HACIENDA, SAN MARTIN DE PORRES, LIMA, PERU",,,0,,,
82460,"AV. ARGENTINA Nº 1830-1858, ESQUINA CON AV. NICOLAS DUEÑAS",LIMA,"AV. ARGENTINA 1830, LIMA, LIMA, PERU",-12.046368,-77.075546,2,highway,secondary,"Avenida República de Argentina, Urbanización Industrial Wiese, Mirones, Lima, Lima Metropolitana, Lima, 07006, Perú"
8247,AV. EL EJERCITO N° 412-422,MIRAFLORES,"AV. EL EJERCITO 412-422, MIRAFLORES, LIMA, PERU",,,0,,,
82579," AV. NICOLAS DE PIEROLA N° 800 MZ. H-1, LOTE 16 ESQ. CON LA AV. VILLA MARIA ",VILLA MARIA DEL TRIUNFO,"AV. NICOLAS DE PIEROLA 800, VILLA MARIA DEL TRIUNFO, LIMA, PERU",-12.165325,-76.95131,2,highway,secondary,"Avenida Nicolás de Piérola, Villa Jardín, Villa María del Triunfo, Lima, Lima Metropolitana, Lima, 15809, Perú"
8267,AV. SAN DIEGO Nº 1000 Y CALLE SANTA MARIA,SAN MARTIN DE PORRES,"AV. SAN DIEGO 1000, SAN MARTIN DE PORRES, LIMA, PERU",-11.9532,-77.091599,2,highway,residential,"Avenida San Diego de Alcalá, San Martín de Porres, Lima, Lima Metropolitana, Lima, 15113, Perú"
82816,"AV. EL TRIUNFO S/N MZ.Q-2, LOTE 5. PARCELACION ZAPALLAL",PUENTE PIEDRA,"AV. EL TRIUNFO MZ.Q-2, LOTE 5, PUENTE PIEDRA, LIMA, PERU",,,0,,,
82834,AV. ARGENTINA 898 ESQUINA CON AV. ANTONIO DE ELIZALDE,LIMA,"AV. ARGENTINA 898, LIMA, LIMA, PERU",-12.046144,-77.073084,2,highway,secondary,"Avenida República de Argentina, Primero de Setiembre, Mirones, Lima, Lima Metropolitana, Lima, 15101, Perú"
82902,"ESQ. AV. CENTRAL Y AV. CESAR VALLEJO, SECTOR 2, GRUPO 5, MZ. I, LOTES 1, 2 Y 24 ",VILLA EL SALVADOR,"AV. CENTRAL, VILLA EL SALVADOR, LIMA, PERU",-12.214483,-76.932802,3,highway,tertiary,"Avenida Central, Sector 3, Villa El Salvador, Lima, Lima Metropolitana, Lima, 15834, Perú"
82903,AV. GRAU N° 1308 ESQ JR. HUANUCO Nª 1101,LIMA,"AV. GRAU 1308, LIMA, LIMA, PERU",-12.057092,-77.016426,2,place,house,"1308, Avenida Almirante Miguel Grau, Quinta Olavide, Urbanización Barrios Altos, Lima, Lima Metropolitana, Lima, 15011, Perú"
82985,CALLE LOS HORNOS N° 149 ESQUINA CON GERARDO UNGER  URB. INDUSTRIAL NARANJAL,LOS OLIVOS,"CALLE LOS HORNOS 149 ESQUINA CON GERARDO UNGER, LOS OLIVOS, LIMA, PERU",,,0,,,
83004,ESQUINA AV. PROCERES Y AV. PORTALES. MZ. V-4. LOTE 66. URB. PRO,LOS OLIVOS,"AV. PROCERES, LOS OLIVOS, LIMA, PERU",-11.980698,-77.084947,3,highway,secondary,"Avenida Los Próceres de Huandoy, Rosario del Norte, Los Olivos, Lima, Lima Metropolitana, Lima, 15109, Perú"
83162,"KM. 24.2 DE LA AV. TUPAC AMARU, MZ. E, LT. 09, ASOCIACIÓN DE VIVIENDA CASA HUERTA SIN NÚMERO",CARABAYLLO,"AV. TUPAC AMARU, CARABAYLLO, LIMA, PERU",-11.90735,-77.03232,3,highway,trunk,"Avenida Túpac Amaru, Asentamiento Humano 1º de Noviembre, Carabayllo, Lima, Lima Metropolitana, Lima, 15313, Perú"
83174,CARRETERA PANAMERICANA SUR KM. 24,LURIN,"CARRETERA PANAMERICANA SUR KM. 24, LURIN, LIMA, PERU",-12.255825,-76.922252,1,highway,motorway,"Carretera Panamericana Sur, Lurín, Lima, Lima Metropolitana, Lima, 15841, Perú"
83265,"ANTIGUA CARRETERA PANAMERICANA SUR, KM.40, ESQ. CON AV. LOS EUCALIPTOS MZ.F LT.9 URB. PREDIO SANTA GENOVEVA",LURIN,"CARRETERA. PANAMERICANA SUR, LURIN, LIMA, PERU",-12.317877,-76.830235,3,highway,motorway,"Carretera Panamericana Sur, Villa Nueva Navarra, Punta Hermosa, Lima, Lima Metropolitana, Lima, 15846, Perú"
8332,GREGORIO ESCOBEDO ESQ. CON HUIRACOCHA,JESUS MARIA,"GREGORIO ESCOBEDO ESQ. CON HUIRACOCHA, JESUS MARIA, LIMA, PERU",,,0,,,
8336,AV. JAVIER PRADO ESTE N° 1059,LA VICTORIA,"AV. JAVIER PRADO ESTE 1059, LA VICTORIA, LIMA, PERU",-12.090323,-77.020404,1,highway,secondary,"Avenida Javier Prado Este, La Victoria, Lima, Lima Metropolitana, Lima, 15033, Perú"
83435,AV. BAUZATE Y MEZA N° 1050,LA VICTORIA,"AV. BAUZATE Y MEZA 1050, LA VICTORIA, LIMA, PERU",-12.064078,-77.025524,1,highway,secondary,"Avenida Jaime Bausate y Meza, Barrio Mendoza, La Victoria, Lima, Lima Metropolitana, Lima, 15011, Perú"
8344,"AV. EL DERBY N° 118, MZ. A, LOTE 5, URB. EL DERBY",SANTIAGO DE SURCO,"AV. EL DERBY 118, SANTIAGO DE SURCO, LIMA, PERU",-12.098863,-76.970408,2,highway,primary,"Avenida El Derby, El Cortijo, Monterrico, Santiago de Surco, Lima, Lima Metropolitana, Lima, 15023, Perú"
83665,AV. PROCERES DE LA INDEPENDENCIA N° 701 - 709 ,SAN JUAN DE LURIGANCHO,"AV. PROCERES DE LA INDEPENDENCIA 701 - 709, SAN JUAN DE LURIGANCHO, LIMA, PERU",-11.9821,-77.005708,1,highway,primary,"Avenida Fernando Wiesse, San Carlos (II etapa), San Juan de Lurigancho, Lima, Lima Metropolitana, Lima, 15423, Perú"
83729,"AV. TANTAMAYO ESQUINA CON AV. CENTRAL, MZ. A, LOTES 3 Y 4, PROGRAMA DE VIVIENDA RESIDENCIAL, 1RA ETAPA ",SAN MARTIN DE PORRES,"AV. TANTAMAYO ESQUINA CON AV. CENTRAL, MZ. A, LOTES 3 Y 4, SAN MARTIN DE PORRES, LIMA, PERU",,,0,,,
83761,"AV. LOS CISNES SUB LOTE 2, PARCELA PARAISO ESQ AV. RAMIRO PRIALE",LURIGANCHO,"AV. LOS CISNES SUB LOTE 2, PARCELA PARAISO ESQ AV. RAMIRO PRIALE, LURIGANCHO, LIMA, PERU",,,0,,,
83891,"MZ.A, LT. 1, PARCELA 4 DEL EX FUNDO CARAPONGO",LURIGANCHO,"MZ.A, LT. 1, PARCELA 4 DEL EX, LURIGANCHO, LIMA, PERU",,,0,,,
83926,"AV. SANTA ROSA N 610, ESQUINA JR. LOS SAUCES",ATE,"AV. SANTA ROSA N, ATE, LIMA, PERU",-12.064575,-76.978664,3,highway,secondary,"Avenida Santa Rosa, Ate, Lima, Lima Metropolitana, Lima, 15002, Perú"
84522,AV. TOMAS VALLE  N° 1207,SAN MARTIN DE PORRES,"AV. TOMAS VALLE 1207, SAN MARTIN DE PORRES, LIMA, PERU",-12.012225,-77.075054,1,place,house,"1207, Avenida Tomás Valle, San Amadeo de Garay, Garagay, San Martín de Porres, Lima, Lima Metropolitana, Lima, 15103, Perú"
84523,AV. OSCAR R. BENAVIDES INTERSECCIÓN JR. PRESBITERO GÁSPAR HERNÁNDEZ,LIMA,"AV. OSCAR R. BENAVIDES, LIMA, LIMA, PERU",-11.874112,-77.013277,1,highway,residential,"Jirón Mariscal R. Benavides Este, AH El Paraiso, El Progreso, Carabayllo, Lima, Lima Metropolitana, Lima, 15321, Perú"
84588,"AV. JAVIER PRADO ESTE MZ. O - 6 LOTE 3, ESQUINA CALLE TOULON, URB. LA RIVERA DE MONTERRICO",LA MOLINA,"AV. JAVIER PRADO ESTE, LA MOLINA, LIMA, PERU",-12.083561,-76.97192,3,highway,primary,"Avenida Javier Prado Este, Camacho, La Molina, Lima, Lima Metropolitana, Lima, 10051, Perú"
8479,"AV. LA PAZ 1200, ESQUINA CALLE FRANCISCO DE ZELA",SAN MIGUEL,"AV. LA PAZ 1200, SAN MIGUEL, LIMA, PERU",-12.082,-77.101257,2,highway,secondary,"Avenida La Paz, San Miguel, Lima, Lima Metropolitana, Lima, 15087, Perú"
84805,AV. MALECÓN CHECA EGUIGUREN N° 175-181,SAN JUAN DE LURIGANCHO,"AV. MALECÓN CHECA EGUIGUREN 175-181, SAN JUAN DE LURIGANCHO, LIMA, PERU",,,0,,,
85013,"AV. SAN MARTIN KM 17.8, MZ C - LT 2 Y 3 - ASOCIACION DE VIVIENDAS LA ESPERANZA DE CIENEGUILLA",CIENEGUILLA,"AV. SAN MARTIN KM 17, CIENEGUILLA, LIMA, PERU",-12.105598,-76.829855,2,highway,residential,"Avenida San Martín, Magda Portal, Tambo Viejo, Cieneguilla, Lima, Lima Metropolitana, Lima, 15594, Perú"
8506,"AV. ANGELICA GAMARRA MZ. B, LTS. 3 Y 4 - URB. EL TREBOL III ETAPA",LOS OLIVOS,"AV. ANGELICA GAMARRA, LOS OLIVOS, LIMA, PERU",-12.006033,-77.07332,3,highway,secondary,"Avenida Angélica Gamarra, El Trébol, Chavarría, Los Olivos, Lima, Lima Metropolitana, Lima, 15302, Perú"
85107,"AV. GUARDIA CIVIL N° 1024 MZ. B. LT 1, URB. SANTA ROSA DE SURCO",SANTIAGO DE SURCO,"AV. GUARDIA CIVIL 1024, SANTIAGO DE SURCO, LIMA, PERU",-12.1665,-76.990431,2,highway,secondary,"Avenida Guardia Civil Sur, Los Jardines, Santiago de Surco, Lima, Lima Metropolitana, Lima, 15054, Perú"
85113,ZONA A PARC. HUERTOS DE SANTA GENOVEVA AV. ANT. PANAMERICANA SUR MZ. E LT. 1 SUB A,LURIN,"ZONA A PARC. HUERTOS DE SANTA GENOVEVA AV. ANT. PANAMERICANA SUR MZ. E LT. 1 SUB A, LURIN, LIMA, PERU",,,0,,,
8518,"JR. ORBEGOSO Nº 300, ESQUINA CON JR. HUARAZ",BREÑA,"JR. ORBEGOSO 300, ESQUINA CON JR. HUARAZ, BREÑA, LIMA, PERU",,,0,,,
8519,"AV. NARANJAL INTERSECCION AV. CANTA CALLAO Y CALLE 11 MZ. P-3 LTS. 1,2 ,70 ,71 URB. LOS NARANJOS",LOS OLIVOS,"AV. NARANJAL, LOS OLIVOS, LIMA, PERU",-11.978338,-77.070216,1,highway,secondary,"Avenida Naranjal, Carlos Cueto Fernandini, Los Olivos, Lima, Lima Metropolitana, Lima, 15304, Perú"
85210,AV. LAS LOMAS MZ. Q SUB LOTE1-A - URB. ZARATE,SAN JUAN DE LURIGANCHO,"AV. LAS LOMAS, SAN JUAN DE LURIGANCHO, LIMA, PERU",-12.026436,-76.991381,3,highway,secondary,"Avenida Las Lomas, Zárate, San Juan de Lurigancho, Lima, Lima Metropolitana, Lima, 15427, Perú"
8524,AV. MARIANO PASTOR SEV. ESQ. CON LA AV. C. VALLEJO,VILLA EL SALVADOR,"AV. MARIANO PASTOR SEV. ESQ. CON LA AV. C. VALLEJO, VILLA EL SALVADOR, LIMA, PERU",,,0,,,
8538,JR.  SALAVERRY N°478-480,MAGDALENA DEL MAR,"JR. SALAVERRY 478-480, MAGDALENA DEL MAR, LIMA, PERU",,,0,,,
8539,AV. LA MARINA N° 2530,SAN MIGUEL,"AV. LA MARINA 2530, SAN MIGUEL, LIMA, PERU",-12.077612,-77.089852,1,amenity,fuel,"Repsol, 2530, Avenida La Marina, Maranga 2, San Miguel, Lima, Lima Metropolitana, Lima, 15087, Perú"
8546,AV. ARGENTINA Nº 915,LIMA,"AV. ARGENTINA 915, LIMA, LIMA, PERU",-12.046368,-77.075546,1,highway,secondary,"Avenida República de Argentina, Urbanización Industrial Wiese, Mirones, Lima, Lima Metropolitana, Lima, 07006, Perú"
85534,AV. PROCERES DE INDEPENDENCIA  2555. ESQ. CON JR. ESTRELLAS ,SAN JUAN DE LURIGANCHO,"AV. PROCERES DE INDEPENDENCIA 2555, SAN JUAN DE LURIGANCHO, LIMA, PERU",-12.007182,-77.003898,2,amenity,atm,"BCP, Avenida Próceres de la Independencia, San Juan de Lurigancho, Lima, Lima Metropolitana, Lima, 15431, Perú"
85669,"AV. MARCO DE LA PUENTE LLANOS ESQ. CON CALLE 4 MZ. ""E"" LOTE 3B, URB. BARBADILLO",ATE,"AV. MARCO DE LA PUENTE LLANOS ESQ. CON CALLE 4 MZ. E LOTE 3B, ATE, LIMA, PERU",,,0,,,
85698,AV. NICOLAS AYLLON N° 2039,ATE,"AV. NICOLAS AYLLON 2039, ATE, LIMA, PERU",-12.064047,-76.9891,1,highway,primary,"Avenida Nicolás de Ayllón, Valdiviezo, Ate, Lima, Lima Metropolitana, Lima, 15019, Perú"
8580,"CARRETERA PANAMERICANA NORTE KM. 29,5",PUENTE PIEDRA,"CARRETERA. PANAMERICANA NORTE KM. 29, PUENTE PIEDRA, LIMA, PERU",-11.870684,-77.070451,2,highway,trunk,"Carretera Panamericana Norte, Urbanización Santo Domingo, Urbanización Augusto Bedoya, Puente Piedra, Lima, Lima Metropolitana, Lima, 15118, Perú"
8583,CARRETERA PANAMERICANA SUR KM. 19.5,VILLA EL SALVADOR,"CARRETERA PANAMERICANA SUR KM. 19.5, VILLA EL SALVADOR, LIMA, PERU",-12.232171,-76.963956,1,highway,motorway,"Carretera Panamericana Sur, Villa El Salvador, Lima, Lima Metropolitana, Lima, 15842, Perú"
8586,AV. LA PAZ N° 915. ESQ. CON CALLE INCLAN,SAN MIGUEL,"AV. LA PAZ 915, SAN MIGUEL, LIMA, PERU",-12.079114,-77.094787,2,boundary,administrative,"San Miguel, Lima, Lima Metropolitana, Lima, Perú"
8590,NICOLAS AYLLON Nº 2274,CHACLACAYO,"NICOLAS AYLLON 2274, CHACLACAYO, LIMA, PERU",-11.971046,-76.753142,1,amenity,fuel,"Repsol, 2274, Avenida Nicolás Ayllón, Chaclacayo, Lima, Lima Metropolitana, Lima, 15472, Perú"
86030,"AV. 15 JULIO S/N. LOTES 10, 17 Y 18 ZONA K, PUEBLO JOVEN PROYECTO ESPECIAL HUAYCAN",ATE,"AV. 15 JULIO. LOTES 10, 17 Y 18 ZONA K, PUEBLO JOVEN PROYECTO ESPECIAL HUAYCAN, ATE, LIMA, PERU",,,0,,,
86138,"AV. TOMAS VALLE, ESQUINA AV. BETA, SECCION A-1, FUNDO GARAGAY BAJO, SECTOR B",LOS OLIVOS,"AV. TOMAS VALLE, LOS OLIVOS, LIMA, PERU",-12.007526,-77.062045,3,highway,secondary,"Avenida Tomás Valle, Los Olivos, Lima, Lima Metropolitana, Lima, 15302, Perú"
86146,"AV. NICOLAS AYLLON N° 4500, URB. LOS PORTALES DE JAVIER PRADO",ATE,"AV. NICOLAS AYLLON 4500, ATE, LIMA, PERU",-12.064047,-76.9891,1,highway,primary,"Avenida Nicolás de Ayllón, Valdiviezo, Ate, Lima, Lima Metropolitana, Lima, 15019, Perú"
86266,"AV. JAVIER PRADO ESTE N° 5411, ESQ. CON CALLE LOS ALBARICOQUES, MZ Q, LOTE 11",LA MOLINA,"AV. JAVIER PRADO ESTE 5411, LA MOLINA, LIMA, PERU",-12.072315,-76.958132,2,highway,primary,"Avenida Javier Prado Este, La Molina, Lima, Lima Metropolitana, Lima, 10051, Perú"
86284,AV. UNIVERSITARIA SUR N° 498,LIMA,"AV. UNIVERSITARIA SUR 498, LIMA, LIMA, PERU",,,0,,,
86285,"URB. SANTO DOMINGO 6TA ETAPA MZ L-2 LTS 25, 26, 27, 28, 29, 30",CARABAYLLO,"URB. SANTO DOMINGO 6TA ETAPA MZ L-2 LTS 25, 26, 27, 28, 29, 30, CARABAYLLO, LIMA, PERU",,,0,,,
86387,CARRETERA CENTRAL KM 13.650 GLORIA BAJA,ATE,"CARRETERA CENTRAL KM 13.650 GLORIA BAJA, ATE, LIMA, PERU",-12.00823,-76.859993,1,highway,trunk,"Carretera Central, San Germán, Ate, Lima, Lima Metropolitana, Lima, 15487, Perú"
8698,"AV.UNIVERSITARIA NORTE CUADRA 53, MZ. P,LOTES 1,2,3,4,39,40,41 Y 42",LOS OLIVOS,"AV.UNIVERSITARIA NORTE CUADRA 53, MZ. P,LOTES 1,2,3,4,39,40,41 Y 42, LOS OLIVOS, LIMA, PERU",,,0,,,
87014,"AV. SIMÓN BOLIVAR 496 - 498, ESQUINA JR. BELGRANO 110 - 120",PUEBLO LIBRE,"AV. SIMÓN BOLIVAR 496, PUEBLO LIBRE, LIMA, PERU",-12.071422,-77.072944,2,highway,secondary,"Avenida Simón Bolivar, Pueblo Libre, Lima, Lima Metropolitana, Lima, 15084, Perú"
87037,"AV. ANDRES AVELINO CACERES ZONA L LOTE 38, 39 Y 40 DEL PUEBLO JOVEN PROYECTO ESPECIAL HUAYCAN",ATE,"AV. ANDRES AVELINO CACERES ZONA L LOTE 38, 39 Y 40 DEL PUEBLO JOVEN PROYECTO ESPECIAL HUAYCAN, ATE, LIMA, PERU",,,0,,,
8705,"AV. MARISCAL OSCAR R. BENAVIDES N° 1623 - 1657, URB. LA TRINIDAD",LIMA,"AV. MARISCAL OSCAR R. BENAVIDES 1623 - 1657, LIMA, LIMA, PERU",-12.120924,-77.030229,1,highway,secondary,"Avenida Diagonal, Miraflores, Lima, Lima Metropolitana, Lima, 15074, Perú"
87228,AV. LOS VIRREYES MZ. B LT. 8-A EX FUNDO ZAVALETA,ATE,"AV. LOS VIRREYES, ATE, LIMA, PERU",-12.02977,-76.938781,3,highway,tertiary,"Avenida Los Virreyes, Vitarte, Ate, Lima, Lima Metropolitana, Lima, 15498, Perú"
8743,"ESQ. LAS PALMERAS Y ACASIAS MZ. H, LT-12 LOTIZACION ENSENADA",PUENTE PIEDRA,"ESQ. LAS PALMERAS Y ACASIAS MZ. H, LT-12 LOTIZACION ENSENADA, PUENTE PIEDRA, LIMA, PERU",,,0,,,
87554,AV. JAVIER PRADO ESTE Nº 3160,SAN BORJA,"AV. JAVIER PRADO ESTE 3160, SAN BORJA, LIMA, PERU",-12.087248,-76.998748,1,highway,primary,"Avenida Javier Prado Este, San Juan Macías, San Borja, Lima, Lima Metropolitana, Lima, 15041, Perú"
8771,AV. NICOLAS AYLLON  N° 405,CHACLACAYO,"AV. NICOLAS AYLLON 405, CHACLACAYO, LIMA, PERU",-11.968607,-76.747133,1,highway,trunk,"Avenida Nicolás Ayllón, Chaclacayo, Lima, Lima Metropolitana, Lima, 15472, Perú"
88039,"AV. MANCO CAPAC N° 301, 305, 311, 317, 321, 333, 335 Y 337, ESQUINA CON JR. GARCIA NARANJO N° 304, 308 Y 312",LA VICTORIA,"AV. MANCO CAPAC 301, LA VICTORIA, LIMA, PERU",-12.074263,-77.027865,2,highway,primary,"Avenida Manco Cápac, Matute, La Victoria, Lima, Lima Metropolitana, Lima, 15046, Perú"
8811,"AV. 200 MILLAS ESQ. CON AV. MICAELA BASTIDAS, MZ. C5, LOTE 12, GRUPO RESIDENCIAL 31 SECTOR 3",VILLA EL SALVADOR,"AV. 200 MILLAS ESQ. CON AV. MICAELA BASTIDAS, MZ. C5, LOTE 12, GRUPO RESIDENCIAL 31, VILLA EL SALVADOR, LIMA, PERU",,,0,,,
8820,AV. DE LOS HEROES N° 1187 - 1189,SAN JUAN DE MIRAFLORES,"AV. DE LOS HEROES 1187 - 1189, SAN JUAN DE MIRAFLORES, LIMA, PERU",-12.153349,-76.972579,1,amenity,pharmacy,"Boticas Peru, Avenida Los Héroes, Ciudad de Dios, San Juan de Miraflores, Lima, Lima Metropolitana, Lima, 15801, Perú"
88228,"AV. PASTOR SEVILLA MZ..B-1 LT. 01 PP.JJ. EDILBERTO RAMOS, GRUPO RESIDENCIAL 3",VILLA EL SALVADOR,"AV. PASTOR SEVILLA, VILLA EL SALVADOR, LIMA, PERU",-12.210626,-76.950339,3,highway,bus_stop,"Arriba Perú, Avenida Mariano Pastor Sevilla, Villa El Salvador, Lima, Lima Metropolitana, Lima, 15829, Perú"
88439,"AV. ALFREDO MENDIOLA N° 6583  6585- 6589  6593  6597  6599, DE LOS LOTES 16 Y 17, MZ. 2E, PARCELACIÓN RESIDENCIAL SANTA LUISA II ETAPA",LOS OLIVOS,"AV. ALFREDO MENDIOLA 6583, LOS OLIVOS, LIMA, PERU",-11.990647,-77.064418,2,highway,secondary,"Avenida Alfredo Mendiola, Urbanización Panamericana Norte, Los Olivos, Lima, Lima Metropolitana, Lima, 15311, Perú"
88618,"AV. GERARDO UNGER Nº 4885, URB NARANJAL",INDEPENDENCIA,"AV. GERARDO UNGER 4885, URB NARANJAL, INDEPENDENCIA, LIMA, PERU",-11.986327,-77.058173,1,highway,tertiary,"Avenida Gerardo Unger, Urbanización El Naranjal, Tahuantinsuyo, Independencia, Lima, Lima Metropolitana, Lima, 15311, Perú"
8887,AV. REPUBLICA DE PANAMA N° 4361 - 4395,SURQUILLO,"AV. REPUBLICA DE PANAMA 4361 - 4395, SURQUILLO, LIMA, PERU",-12.10368,-77.01862,1,highway,primary,"Avenida República de Panamá, El Aeropuerto, Surquillo, Lima, Lima Metropolitana, Lima, 15000, Perú"
89061,AV. UNIVERSITARIA ESQ. CON CALLE NN1,PUEBLO LIBRE,"AV. UNIVERSITARIA ESQ. CON CALLE NN1, PUEBLO LIBRE, LIMA, PERU",,,0,,,
89213,"AV. MIGUEL GRAU, SUB LOTE 28-B, URB. SANTA CLARA",ATE,"AV. MIGUEL GRAU, ATE, LIMA, PERU",-12.060772,-76.992833,3,highway,residential,"Avenida Miguel Grau, Valdiviezo, Ate, Lima, Lima Metropolitana, Lima, 15019, Perú"
8941,AV. JAIME BAUZATE Y MEZA Nº 801 - 825,LA VICTORIA,"AV. JAIME BAUZATE, LA VICTORIA, LIMA, PERU",-12.063138,-77.018286,3,highway,secondary,"Avenida Jaime Bausate y Meza, Urbanización El Porvenir, La Victoria, Lima, Lima Metropolitana, Lima, 15011, Perú"
89579,"AV. LOS PROCERES N° 655 MZ. 2866 LOTE 01, URBANIZACION MONTE SAN LORENZO",SANTIAGO DE SURCO,"AV. LOS PROCERES 655, SANTIAGO DE SURCO, LIMA, PERU",-12.157781,-76.989056,2,highway,secondary,"Avenida Los Próceres, Urb. Residencial Telefónica del Perú, Santiago de Surco, Lima, Lima Metropolitana, Lima, 15056, Perú"
8958,AV. ELMER FAUCETT N° 5395,CALLAO,"AV. ELMER FAUCETT 5395, CALLAO, LIMA, PERU",-12.06248,-77.097245,1,highway,primary,"Avenida Elmer Faucett, Bellavista, Callao, Lima Metropolitana, Callao, 06011, Perú"
8963,"AV. LOS PROCERES MZ. W, LOTE 9 CAMPOY",SAN JUAN DE LURIGANCHO,"AV. LOS PROCERES, SAN JUAN DE LURIGANCHO, LIMA, PERU",-12.015671,-76.964519,3,highway,secondary,"Avenida Los Próceres, Campoy, San Juan de Lurigancho, Lima, Lima Metropolitana, Lima, 15457, Perú"
8987,AV. TUPAC AMARU N° 6224 (ANTES 3242),COMAS,"AV. TUPAC AMARU 6224, COMAS, LIMA, PERU",-11.923044,-77.042495,1,highway,tertiary,"Avenida Túpac Amaru, Villa Oropeza, Año Nuevo, Comas, Lima, Lima Metropolitana, Lima, 15326, Perú"
9012,AV. GUILLERMO PRESCOTT Nº 202 ESQ. CALLE BARCELONA,SAN ISIDRO,"AV. GUILLERMO PRESCOTT 202, SAN ISIDRO, LIMA, PERU",-12.086068,-77.048476,2,highway,secondary,"Avenida Guillermo Prescott, San Isidro, Lima, Lima Metropolitana, Lima, 15976, Perú"
9021,AV. CIRCUNVALACION Nº 1386,LA VICTORIA,"AV. CIRCUNVALACION 1386, LA VICTORIA, LIMA, PERU",-12.064531,-76.999557,1,place,house,"1386, Avenida Circunvalación, La Victoria, Lima, Lima Metropolitana, Lima, 15019, Perú"
90316,"AV. TANTAMAYO CRUCE CON CALLE LLATA, MZ A, LT. 22 Y 23  URB. SOL DE NARANJAL",SAN MARTIN DE PORRES,"AV. TANTAMAYO CRUCE CON CALLE LLATA, MZ A, LT. 22 Y 23, SAN MARTIN DE PORRES, LIMA, PERU",,,0,,,
9039,"MZ. A, LOTE 26, ASOCIACION DE VIVIENDA OJIHUA INTERSECCION DE LA AV. LOS OLIVOS (EX SANTA ROSA) CON LA AUTOPISTA CANTA CALLAO",SAN MARTIN DE PORRES,"MZ. A, LOTE 26, SAN MARTIN DE PORRES, LIMA, PERU",,,0,,,
9049,"AV. REVOLUCIÓN ESQ AV. TALARA SECTOR 3 GRUPO 12 MZ. N LOTES 2, 3, 4 Y 5",VILLA EL SALVADOR,"AV. REVOLUCIÓN ESQ AV. TALARA, VILLA EL SALVADOR, LIMA, PERU",,,0,,,
90685,"AV. INDUSTRIAL N° 3491, ESQUINA CON AV. EL PACIFICO",INDEPENDENCIA,"AV. INDUSTRIAL 3491, INDEPENDENCIA, LIMA, PERU",-11.996652,-77.058489,2,highway,secondary,"Avenida Industrial, Urbanización Mesa Redonda, El Ermitaño, Independencia, Lima, Lima Metropolitana, Lima, 15311, Perú"
9080,AV. ARENALES Nº 1700,LINCE,"AV. ARENALES 1700, LINCE, LIMA, PERU",-12.080369,-77.036236,1,highway,secondary,"Avenida Álvarez de Arenales, Lince, Lima, Lima Metropolitana, Lima, 15046, Perú"
9087,AV. SUCRE N° 1070,PUEBLO LIBRE,"AV. SUCRE 1070, PUEBLO LIBRE, LIMA, PERU",-12.081919,-77.066619,1,place,house,"1070, Avenida Antonio José de Sucre, Pueblo Libre, Lima, Lima Metropolitana, Lima, 15084, Perú"
90893,"AV. PACHACUTEC, MZ. B, LOTE 1, INTERSECCION CON CALLE 6",VILLA EL SALVADOR,"AV. PACHACUTEC, VILLA EL SALVADOR, LIMA, PERU",-12.199327,-76.932692,3,highway,residential,"Avenida Pachacútec, Villa El Salvador, Lima, Lima Metropolitana, Lima, 15818, Perú"
9113,AV. JAVIER PRADO OESTE N° 1895 ESQUINA CALLE LOS CASTAÑOS,SAN ISIDRO,"AV. JAVIER PRADO OESTE 1895, SAN ISIDRO, LIMA, PERU",-12.094883,-77.052636,2,highway,primary,"Avenida Javier Prado Oeste, San Felipe, Orrantia del Mar, San Isidro, Lima, Lima Metropolitana, Lima, 15076, Perú"
9128,AV. SAN PABLO N° 651 ESQ. CON CALLE PEDRO DE LA GASCA,LA VICTORIA,"AV. SAN PABLO 651, LA VICTORIA, LIMA, PERU",-12.068273,-77.009279,2,highway,tertiary,"Avenida San Pablo, San Pablo, La Victoria, Lima, Lima Metropolitana, Lima, 15018, Perú"
91594,AV. ELMER FAUCETT 735-739,CALLAO,"AV. ELMER FAUCETT 735-739, CALLAO, LIMA, PERU",-12.062458,-77.097096,1,highway,primary,"Avenida Elmer Faucett, Condominio Nuevavista, Bellavista, Callao, Lima Metropolitana, Callao, 06011, Perú"
91891,"AV. 5 DE AGOSTO (ANTES AV. LAS TORRES), MZ. B, LOTES 3 Y 4, ASOCIACION CASA HUERTA 1ERO. DE MAYO",LURIGANCHO,"AV. 5 DE AGOSTO, LURIGANCHO, LIMA, PERU",-11.983815,-76.93955,3,highway,primary,"Avenida 5 de Agosto, San Antonio, Lurigancho, Lima, Lima Metropolitana, Lima, 15457, Perú"
